Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
1993,HOSP10G16361,Phc jamalpur,BIHAR,MUNGER,,,,9470003458,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
1994,HOSP10G16362,PHC SHIVAJINAGAR,BIHAR,SAMASTIPUR,,,,9470003695,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
1995,HOSP10G16367,PRIMARY HEALTH CENTRE CHANDAN,BIHAR,BANKA,,,,9430022008,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
1996,HOSP10G16368,PHC TAJPUR ,BIHAR,SAMASTIPUR,,,,9470003698,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
1997,HOSP10G16370,PHC VIDYAPATINAGAR,BIHAR,SAMASTIPUR,,,,9470003696,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
1998,HOSP10G16373,SDH BALLIA ,BIHAR,BEGUSARAI,,,,9835272066,"M1,M7,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S16, S4"
1999,HOSP10G16374,PHC WARISNAGAR,BIHAR,SAMASTIPUR,,,,7739487522,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,M2,S1,S16,S4,","M1, M7, S1, S16, M2, S4"
2000,HOSP10G16378,CHC HARSIDHI,BIHAR,EAST CHAMPARAN,,,,8002924679,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2001,HOSP10G16383,REFERRAL HOSPITAL TAJPUR,BIHAR,SAMASTIPUR,,,,9431480314,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2002,HOSP10G16385,PHC TETIA BAMBER,BIHAR,MUNGER,,,,9470003462,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2003,HOSP10G16386,Phc Ghoghardiha,BIHAR,MADHUBANI,,,,9470003438,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
2004,HOSP10G16388,REFERRAL HOSPITAL AMARPUR,BIHAR,BANKA,,,,8298678213,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
2005,HOSP10G16393,PHC Araria,BIHAR,ARARIA,,,,9939903501,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2006,HOSP10G16397,PHC SONBARSA,BIHAR,SAHARSA,,,,8294730442,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2007,HOSP10G16399,PHC Bhargama,BIHAR,ARARIA,,,,9473287041,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2008,HOSP10G16400,PHC PANCHGACHHIYA,BIHAR,SAHARSA,,,,9470003674,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2009,HOSP10G16402,CHC MEHSI,BIHAR,EAST CHAMPARAN,,,,8292493600,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2010,HOSP10G16404,PHC NAUHATTA,BIHAR,SAHARSA,,,,7004406138,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2011,HOSP10G16406,PHC Kursakanta,BIHAR,ARARIA,,,,7488093191,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2012,HOSP10G16409,PHC Narpatganj,BIHAR,ARARIA,,,,9470003039,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2013,HOSP10G16412,PHC Sikti,BIHAR,ARARIA,,,,9634677053,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2014,HOSP10G16414,CHC KESARIYA,BIHAR,EAST CHAMPARAN,,,,9742372547,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2015,HOSP10G16423,CHC Belhar,BIHAR,BANKA,,,,9470003068,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2016,HOSP10G16427,CHC KALYANPUR,BIHAR,EAST CHAMPARAN,,,,8051390317,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2017,HOSP10G16428,R.H.JHAJHA,BIHAR,JAMUI,,,,9264471440,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
2018,HOSP10G16432,Primary Health Center Gidhaur,BIHAR,JAMUI,,,,8544421436,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2019,HOSP10G16440,CHC CHIRAIYA,BIHAR,EAST CHAMPARAN,,,,9470003181,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2020,HOSP10G16444,PHCBISFI,BIHAR,MADHUBANI,,,,9470003432,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
2021,HOSP10G16445,REFERRAL HOSPITAL BOUNSI,BIHAR,BANKA,,,,9661044105,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2022,HOSP10G16451,PRIMARY HEALTH CENTER SIKARIYA JEHANABAD,BIHAR,JEHANABAD,,,,7992362556,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2023,HOSP10G16455,PRIMARY HEALTH CENTRE FULLIDUMAR,BIHAR,BANKA,,,,8544421192,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2024,HOSP10G16466,PHC Salkhua,BIHAR,SAHARSA,,,,7488492568,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2025,HOSP10G16474,SUB DIVISIONAL HOSPITAL DEHRI,BIHAR,ROHTAS,,,,8581002147,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2026,HOSP10G16478,PHC Palasi,BIHAR,ARARIA,,,,9934249088,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S4,","S1, S4"
2027,HOSP10G16480,CHC Baheri,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,S1,S4,","M1, M7, S1, S16, S4"
2028,HOSP10G16482,CHC DHORAIYA,BIHAR,BANKA,,,,8877667774,"S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S1, S4"
2029,HOSP10G16483,CHC Biraul,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2030,HOSP10G16484,PHC KALER,BIHAR,ARWAL,,,,9955290503,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2031,HOSP10G16485,PHC Gaurabouram,BIHAR,DARBHANGA,,,,9472438833,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
2032,HOSP10G16488,CHC Ghanshyampur,BIHAR,DARBHANGA,,,,7717767674,"M1,M1,M7,M5,S1,S14,S16,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M5, S1, S14, S16, S5"
2033,HOSP10G16490,PHC Hanumannagar,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2034,HOSP10G16495,PHC Hayaghat,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S16"
2035,HOSP10G16496,C H C Barahat,BIHAR,BANKA,,,,9470003066,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
2036,HOSP10G16498,RH Jalley,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,M2,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16"
2037,HOSP10G16505,PHC DAGARUA,BIHAR,PURNIA,,,,8051639010,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2038,HOSP10G16506,CHC Keoti,BIHAR,DARBHANGA,,,,8292835951,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2039,HOSP10G16507,PHC Kiratpur,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
2040,HOSP10G16508,CHC PAHARPUR,BIHAR,EAST CHAMPARAN,,,,9955538600,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2041,HOSP10G16509,PHC Manigachi,BIHAR,DARBHANGA,,,,7717767674,"M1,M1,M7,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S16"
2042,HOSP10G16510,RH Manigachi,BIHAR,DARBHANGA,,,,7717767674,"M1,M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2043,HOSP10G16511,PRIMARY HEALTH CENTER MADHEPUR,BIHAR,MADHUBANI,,,,9470003452,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2044,HOSP10G16512,PHC Sadar,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2045,HOSP10G16513,CHC Singhwara,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2046,HOSP10G16516,PHC JALALGARH,BIHAR,PURNIA,,,,9006428093,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2047,HOSP10G16518,PHC Tardih,BIHAR,DARBHANGA,,,,7717767674,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2048,HOSP10G16519,PHC SRINAGAR,BIHAR,PURNIA,,,,9470003630,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2049,HOSP10G16527,PHCMADHWAPUR,BIHAR,MADHUBANI,,,,9430475565,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2050,HOSP10G16528,PHC Bhawanipur,BIHAR,PURNIA,,,,9470003625,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2051,HOSP10G16529,PHC ADAPUR,BIHAR,EAST CHAMPARAN,,,,8820301522,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2052,HOSP10G16534,PHC Barhara Kothi,BIHAR,PURNIA,,,,6299241802,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2053,HOSP10G16539,PHC Krityanand Nagar,BIHAR,PURNIA,,,,9470003623,"M1,M7,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16"
2054,HOSP10G16542,CHC Shambhuganj,BIHAR,BANKA,,,,9470003079,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2055,HOSP10G16548,PHC Purnea East ,BIHAR,PURNIA,,,,9470003619,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2056,HOSP10G16565,PHCKHUTAUNA,BIHAR,MADHUBANI,,,,9470003441,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2057,HOSP10G16569,pramiray health centre lakhnour,BIHAR,MADHUBANI,,,,9570444383,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
2058,HOSP10G16575,CHC Chand,BIHAR,KAIMUR (BHABUA),,,,9470003359,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2059,HOSP10G16579,phc barachatti,BIHAR,GAYA,,,,9470003274,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2060,HOSP10G16595,phc amas,BIHAR,GAYA,,,,9470003277,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2061,HOSP10G16596,PHC ATRI,BIHAR,GAYA,,,,9470003280,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2062,HOSP10G16602,PHC BANKEY BAZAR,BIHAR,GAYA,,,,9162016501,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2063,HOSP10G16604,PHC BELAGANJ,BIHAR,GAYA,,,,9470003304,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2064,HOSP10G16605,phc bodhgaya,BIHAR,GAYA,,,,9470003265,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2065,HOSP10G16608,PHC KONCH,BIHAR,GAYA,,,,9470003267,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2066,HOSP10G16611,CHC RAJOUN ,BIHAR,BANKA,,,,9470003077,"M1,M7,M2,M3,S1,S2,S3,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, S1, S2, S3, S4, S5, S6"
2067,HOSP10G16612,phc wazirganj,BIHAR,GAYA,,,,9264444460,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2068,HOSP10G16613,PHC TOWN BLOCK,BIHAR,GAYA,,,,9470003262,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2069,HOSP10G16614,SDH SHERGHATTI,BIHAR,GAYA,,,,9470003276,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
2070,HOSP10G16616,CHC Chainpur,BIHAR,KAIMUR (BHABUA),,,,8210472210,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2071,HOSP10G16617,PHC IMAMGANJ,BIHAR,GAYA,,,,9470003275,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2072,HOSP10G16618,SDH TEKARI,BIHAR,GAYA,,,,9470003279,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2073,HOSP10G16620,PHC PARAIYA,BIHAR,GAYA,,,,9470003273,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2074,HOSP10G16621,PHC MOHANPUR,BIHAR,GAYA,,,,8051218936,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2075,HOSP10G16623,PHC GURUA,BIHAR,GAYA,,,,9470003272,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2076,HOSP10G16628,PHC FATEHPUR,BIHAR,GAYA,,,,9470003299,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2077,HOSP10G16630,PHC DUMARIYA,BIHAR,GAYA,,,,8051839826,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2078,HOSP10G16631,PHC KHIZARSARAI,BIHAR,GAYA,,,,9470003297,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2079,HOSP10G16632,PHC NIMCHAK BATHANI,BIHAR,GAYA,,,,9470003286,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2080,HOSP10G16635,PHC  MANPUR,BIHAR,GAYA,,,,9470003295,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2081,HOSP10G16637,PHC GURARU,BIHAR,GAYA,,,,7033399254,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2082,HOSP10G16638,PHC DOBHI,BIHAR,GAYA,,,,9470003296,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2083,HOSP10G16640,PHC TANKUPPA,BIHAR,GAYA,,,,8002468657,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2084,HOSP10G16642,CHC Kudra,BIHAR,KAIMUR (BHABUA),,,,9110981449,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2085,HOSP10G16644,PHC MOHRA,BIHAR,GAYA,,,,9431493361,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2086,HOSP10G16651,CHC Bhagwanpur,BIHAR,KAIMUR (BHABUA),,,,7488878314,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,S1,S4,","M1, M7, S1, S4"
2087,HOSP10G16770,PHC GHORASAHAN,BIHAR,EAST CHAMPARAN,,,,9430280280,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2088,HOSP10G16776,Sub Divisional Hospital Jagdishpur,BIHAR,BHOJPUR,,,,7903653342,"M1,M7,M6,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M6, S1, S16"
2089,HOSP10G16783,SDH BIKRAMGANJ,BIHAR,ROHTAS,,,,7079445571,"M2,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S16, S4"
2090,HOSP10G16787,PHC Akorhigola,BIHAR,ROHTAS,,,,9572287595,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2091,HOSP10G16789,PHC Dinara,BIHAR,ROHTAS,,,,7324969135,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
2092,HOSP10G16790,PHC Kargahar,BIHAR,ROHTAS,,,,9934600313,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2093,HOSP10G16792,PHC Kochas,BIHAR,ROHTAS,,,,9771330444,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2094,HOSP10G16793,RH Nasriganj,BIHAR,ROHTAS,,,,8541819805,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S1,S4,","M1, M7, S1, S4"
2095,HOSP10G16801,RH Nauhatta,BIHAR,ROHTAS,,,,9470003641,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2096,HOSP10G16802,PHC Nokha,BIHAR,ROHTAS,,,,9934600313,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2097,HOSP10G16805,PHC Rajpur,BIHAR,ROHTAS,,,,9431465599,"M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,M2
2098,HOSP10G16811,PHC Rohtas,BIHAR,ROHTAS,,,,9431465599,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S1,S4,","M1, M7, S1, S4"
2099,HOSP10G16813,PHC Sanjhauli,BIHAR,ROHTAS,,,,9572287728,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"S1,S4,","M1, M7, S1, S4"
2100,HOSP10G16815,PHC Suryapura,BIHAR,ROHTAS,,,,8864072752,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M7,S1,S4,","M1, M7, S1, S4"
2101,HOSP10G16818,CHC Chenari,BIHAR,ROHTAS,,,,9931427889,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2102,HOSP10G16819,CHC Dawath,BIHAR,ROHTAS,,,,7654624482,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2103,HOSP10G16820,CHC Karakat,BIHAR,ROHTAS,,,,9955885835,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
2104,HOSP10G16824,CHC Sheosagar,BIHAR,ROHTAS,,,,9470003661,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2105,HOSP10G16825,PHC Tilauthu,BIHAR,ROHTAS,,,,9931534534,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2106,HOSP10G18612,PHC Rampur,BIHAR,KAIMUR (BHABUA),,,,9470003359,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2107,HOSP10G18757,PHC Ziradei,BIHAR,SIWAN,,,,9973605064,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
2108,HOSP10G18819,RH Nabinagar,BIHAR,AURANGABAD,,,,9934997707,"S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S6
2109,HOSP10G18859,CHC Bokhra,BIHAR,SITAMARHI,,,,9470702309,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
2110,HOSP10G18860,PRIMARY HEALTH CENTER RATNI FARIDPUR,BIHAR,JEHANABAD,,,,9470003325,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2111,HOSP10G18862,PHC RAGHOPUR,BIHAR,VAISHALI,,,,9470003825,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
2112,HOSP10G18869,CHC MAHNAR,BIHAR,VAISHALI,,,,9470003814,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
2113,HOSP10G19529,primary health center parsauni,BIHAR,SITAMARHI,,,,9955426526,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2114,HOSP10G19532,PHC ARWAL,BIHAR,ARWAL,,,,9661384210,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2115,HOSP10G19560,PHC Durgawati,BIHAR,KAIMUR (BHABUA),,,,9430932421,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2116,HOSP10G19567,CHC PATAHI,BIHAR,EAST CHAMPARAN,,,,9470003177,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2117,HOSP10G19573,PHC RAMGARHWA,BIHAR,EAST CHAMPARAN,,,,9546273347,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2118,HOSP10G19576,CHC CHHAURADANO,BIHAR,EAST CHAMPARAN,,,,9470003189,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
2119,HOSP10G19577,PHC Sonbhadra Banshi Suryapur,BIHAR,ARWAL,,,,9097265395,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2120,HOSP10G19582,Phc Itarhi,BIHAR,BUXAR,,,,7004845105,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,"M1,M1,M7,S1,S4,","M1, M7, S1, S4"
2121,HOSP10G19586,PHC Chausa,BIHAR,BUXAR,,,,9431021214,"M1,M7,S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1"
2122,HOSP10G19590,PHC Nuaon,BIHAR,KAIMUR (BHABUA),,,,8757353626,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
2123,HOSP10G19593,PHC Chaugain,BIHAR,BUXAR,,,,8873998023,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2124,HOSP10G19605,PHC.SHANKARPUR,BIHAR,MADHEPURA,,,,9470836884,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2125,HOSP10G19607,PHC.GAMHARIYA,BIHAR,MADHEPURA,,,,8877538671,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
2126,HOSP10G19608,PRIMARY HEALTH CENTRE BIHARIGANJ,BIHAR,MADHEPURA,,,,9570437019,"M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,M2
2127,HOSP10G19609,CHC Rafiganj,BIHAR,AURANGABAD,,,,7897043830,"S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S6
2128,HOSP10G19611,Priemry Health Centre Gwalpara,BIHAR,MADHEPURA,,,,9572552865,"M1,M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
2129,HOSP10G19612,Primary Health Center Madhepura Murho,BIHAR,MADHEPURA,,,,8292990346,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
2130,HOSP10G19614,PHC MURLIGANJ,BIHAR,MADHEPURA,,,,7870442584,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
